OBJECTID,Type_WFRC,SUBTYPE_WFRC,PARCEL_ID,COUNT_PARCEL_ID,TOTAL_MKT_VALUE,LAND_MKT_VALUE,PARCEL_ACRES,HOUSE_CNT,parcel_count,ap_count,BLDG_SQFT,FLOORS_CNT,BUILT_YR,des_all,CITY,UNIT_COUNT,BUILT_DECADE
170,single_family,single_family,090250130,1.0,238000.0,73219.0,0.300875920260168,1,,0,1150.0,1.0,1971.0,['Ranch 1 Story'],Clearfield,1,1970's
171,single_family,single_family,090250131,1.0,239000.0,63491.0,0.231498981024849,1,,0,1256.0,1.0,1971.0,['Ranch 1 Story'],Clearfield,1,1970's
172,single_family,single_family,090250132,2.0,516000.0,158482.0,0.301139611432768,1,,0,2646.0,1.0,1972.0,['Ranch 1 Story'],Clearfield,1,1970's
173,single_family,single_family,090250133,2.0,572000.0,131622.0,0.2599032958086,1,,0,3742.0,1.0,1972.0,['Ranch 1 Story'],Clearfield,1,1970's
174,single_family,single_family,090250134,1.0,253000.0,61752.0,0.205711885121978,1,,0,1323.0,1.0,1972.0,['Ranch 1 Story'],Clearfield,1,1970's
175,single_family,single_family,090250135,3.0,1113000.0,209748.0,0.278730550363151,1,,0,5634.0,1.0,1972.0,['Ranch 1 Story'],Clearfield,1,1970's
176,single_family,single_family,090250137,1.0,258000.0,60303.0,0.221472895933212,1,,0,1175.0,1.0,1972.0,['Ranch 1 Story'],Clearfield,1,1970's
177,single_family,single_family,090250138,1.0,291000.0,66572.0,0.239405377823719,1,,0,1844.0,1.0,1972.0,['Ranch 1 Story'],Clearfield,1,1970's
178,single_family,single_family,090250139,1.0,251000.0,70870.0,0.242426095920749,1,,0,1323.0,1.0,1973.0,['Ranch 1 Story'],Clearfield,1,1970's
179,single_family,single_family,090250140,1.0,308000.0,66572.0,0.273200981710005,1,,0,1350.0,1.0,1973.0,['Ranch 1 Story'],Clearfield,1,1970's
180,single_family,single_family,090250162,2.0,534000.0,152454.0,0.241298975558325,1,,0,2852.0,1.0,1975.0,['Ranch 1 Story'],Clearfield,1,1970's
181,single_family,single_family,090250163,1.0,240000.0,79292.0,0.255179910707371,1,,0,1323.0,1.0,1975.0,['Ranch 1 Story'],Clearfield,1,1970's
182,single_family,single_family,090250164,1.0,255000.0,83664.0,0.269881863133649,1,,0,1181.0,1.0,1975.0,['Ranch 1 Story'],Clearfield,1,1970's
183,single_family,single_family,090250165,1.0,262000.0,64890.0,0.235754944693175,1,,0,1377.0,1.0,1975.0,['Ranch 1 Story'],Clearfield,1,1970's
184,single_family,single_family,090250166,2.0,454000.0,126270.0,0.206749919013234,1,,0,2350.0,1.0,1965.0,['Ranch 1 Story'],Clearfield,1,1960's
185,single_family,single_family,090250172,2.0,474000.0,138550.0,0.268903740235429,1,,0,2690.0,1.0,1973.0,['Ranch 1 Story'],Clearfield,1,1970's
186,single_family,single_family,090250173,3.0,780000.0,211308.0,0.289612826483781,1,,0,3579.0,1.0,1972.0,['Ranch 1 Story'],Clearfield,1,1970's
187,single_family,single_family,090250174,3.0,738000.0,239916.0,0.336353923625072,1,,0,3312.0,1.0,1973.0,['Ranch 1 Story'],Clearfield,1,1970's
188,single_family,single_family,090250175,1.0,233000.0,62619.0,0.193663021328946,1,,0,1225.0,1.0,1972.0,['Ranch 1 Story'],Clearfield,1,1970's
189,single_family,single_family,090260141,1.0,225000.0,63477.0,0.215005852519535,1,,0,1162.0,1.0,1974.0,['Ranch 1 Story'],Clearfield,1,1970's
190,single_family,single_family,090260142,1.0,245000.0,63477.0,0.219675696501845,1,,0,1162.0,1.0,1974.0,['Ranch 1 Story'],Clearfield,1,1970's
191,single_family,single_family,090260143,2.0,476000.0,126954.0,0.21594550473519,1,,0,2646.0,1.0,1973.0,['Ranch 1 Story'],Clearfield,1,1970's
192,single_family,single_family,090260144,1.0,250000.0,56995.0,0.192813998762356,1,,0,1236.0,1.0,1974.0,['Ranch 1 Story'],Clearfield,1,1970's
193,single_family,single_family,090260145,1.0,261000.0,57500.0,0.197235307211453,1,,0,1310.0,1.0,1974.0,['Ranch 1 Story'],Clearfield,1,1970's
194,single_family,single_family,090260146,1.0,258000.0,65170.0,0.220813597691839,1,,0,1269.0,1.0,1974.0,['Ranch 1 Story'],Clearfield,1,1970's
195,single_family,single_family,090260147,1.0,245000.0,65170.0,0.222141307923587,1,,0,1404.0,1.0,1974.0,['Ranch 1 Story'],Clearfield,1,1970's
196,single_family,single_family,090260148,1.0,260000.0,65170.0,0.221028684267901,1,,0,2225.0,1.0,1974.0,['Ranch 1 Story'],Clearfield,1,1970's
197,single_family,single_family,090260149,2.0,564000.0,137906.0,0.249102818571804,1,,0,2958.0,1.0,1974.0,['Ranch 1 Story'],Clearfield,1,1970's
198,single_family,single_family,090260150,2.0,520000.0,109740.0,0.238379509226403,1,,0,2754.0,1.0,1975.0,['Ranch 1 Story'],Clearfield,1,1970's
199,single_family,single_family,090260151,1.0,226000.0,65337.0,0.200904842108131,1,,0,1175.0,1.0,1975.0,['Ranch 1 Story'],Clearfield,1,1970's
200,single_family,single_family,090260152,2.0,526000.0,125582.0,0.2222249941338,1,,0,2690.0,1.0,1975.0,['Ranch 1 Story'],Clearfield,1,1970's
201,single_family,single_family,090260153,1.0,243000.0,55806.0,0.19251634271853,1,,0,1187.0,1.0,1974.0,['Ranch 1 Story'],Clearfield,1,1970's
202,single_family,single_family,090260154,2.0,582000.0,123506.0,0.21935596119497,1,,0,2646.0,1.0,1974.0,['Ranch 1 Story'],Clearfield,1,1970's
203,single_family,single_family,090260155,1.0,243000.0,61753.0,0.21388162680006,1,,0,1225.0,1.0,1974.0,['Ranch 1 Story'],Clearfield,1,1970's
204,single_family,single_family,090260156,1.0,230000.0,60878.0,0.20897940631009,1,,0,1150.0,1.0,1974.0,['Ranch 1 Story'],Clearfield,1,1970's
205,single_family,single_family,090260157,2.0,478000.0,125238.0,0.216021334581832,1,,0,2620.0,1.0,1974.0,['Ranch 1 Story'],Clearfield,1,1970's
206,single_family,single_family,090260158,2.0,506000.0,123506.0,0.211485837248942,1,,0,2538.0,1.0,1974.0,['Ranch 1 Story'],Clearfield,1,1970's
207,single_family,single_family,090260159,1.0,243000.0,57289.0,0.180600542863651,1,,0,1269.0,1.0,1973.0,['Ranch 1 Story'],Clearfield,1,1970's
208,single_family,single_family,090260160,2.0,480000.0,126954.0,0.21855421118548,1,,0,2646.0,1.0,1974.0,['Ranch 1 Story'],Clearfield,1,1970's
209,single_family,single_family,090260161,1.0,255000.0,62619.0,0.217737995374904,1,,0,1350.0,1.0,1973.0,['Ranch 1 Story'],Clearfield,1,1970's
210,single_family,single_family,090260166,1.0,239000.0,61753.0,0.2060630054878,1,,0,1356.0,1.0,1975.0,['Ranch 1 Story'],Clearfield,1,1970's
211,single_family,single_family,090260167,1.0,264000.0,65170.0,0.219945914164217,1,,0,1336.0,1.0,1975.0,['Ranch 1 Story'],Clearfield,1,1970's
212,single_family,single_family,090260168,2.0,480000.0,129330.0,0.217944438061951,1,,0,2670.0,1.0,1975.0,['Ranch 1 Story'],Clearfield,1,1970's
213,single_family,single_family,090260169,1.0,254000.0,64665.0,0.214309459121209,1,,0,1282.0,1.0,1975.0,['Ranch 1 Story'],Clearfield,1,1970's
214,single_family,single_family,090260170,1.0,254000.0,63477.0,0.209651558000211,1,,0,1269.0,1.0,1976.0,['Ranch 1 Story'],Clearfield,1,1970's
215,single_family,single_family,090260171,1.0,250000.0,60349.0,0.194558433487764,1,,0,1502.0,1.0,1975.0,['Ranch 1 Story'],Clearfield,1,1970's
216,single_family,single_family,090260172,1.0,241000.0,63477.0,0.213608360753829,1,,0,1386.0,1.0,1976.0,['Ranch 1 Story'],Clearfield,1,1970's
217,single_family,single_family,090260173,1.0,254000.0,65002.0,0.221338578722218,1,,0,1336.0,1.0,1976.0,['Ranch 1 Story'],Clearfield,1,1970's
218,single_family,single_family,090260174,1.0,247000.0,57667.0,0.203650863433985,1,,0,1429.0,1.0,1976.0,['Ranch 1 Story'],Clearfield,1,1970's
219,single_family,single_family,090260175,1.0,272000.0,60141.0,0.214162465612181,1,,0,1587.0,1.0,1976.0,['Ranch 1 Story'],Clearfield,1,1970's
220,single_family,single_family,090260178,1.0,262000.0,62274.0,0.212406581872812,1,,0,1639.0,1.0,1976.0,['Ranch 1 Story'],Clearfield,1,1970's
221,single_family,single_family,090260179,1.0,247000.0,55977.0,0.191371213590239,1,,0,1379.0,1.0,1976.0,['Ranch 1 Story'],Clearfield,1,1970's
222,single_family,single_family,090260180,1.0,242000.0,55977.0,0.191696657886115,1,,0,1386.0,1.0,1976.0,['Ranch 1 Story'],Clearfield,1,1970's
223,single_family,single_family,090260181,1.0,274000.0,61753.0,0.217533254065757,1,,0,1269.0,1.0,1976.0,['Ranch 1 Story'],Clearfield,1,1970's
224,single_family,single_family,090260182,1.0,247000.0,62100.0,0.209599775441379,1,,0,1343.0,1.0,1976.0,['Ranch 1 Story'],Clearfield,1,1970's
225,single_family,single_family,090260183,1.0,256000.0,63648.0,0.229325438985811,1,,0,1336.0,1.0,1976.0,['Ranch 1 Story'],Clearfield,1,1970's
226,single_family,single_family,090260184,1.0,311000.0,63988.0,0.211436114796112,1,,0,1614.0,1.0,1976.0,['Ranch 1 Story'],Clearfield,1,1970's
227,single_family,single_family,090260185,1.0,241000.0,59995.0,0.198354730371142,1,,0,1396.0,1.0,1976.0,['Ranch 1 Story'],Clearfield,1,1970's
228,single_family,single_family,090260186,1.0,259000.0,63306.0,0.220735448262499,1,,0,1361.0,1.0,1976.0,['Ranch 1 Story'],Clearfield,1,1970's
229,single_family,single_family,090260187,1.0,241000.0,66668.0,0.242149418428875,1,,0,1323.0,1.0,1976.0,['Ranch 1 Story'],Clearfield,1,1970's
230,single_family,single_family,090260188,1.0,233000.0,62274.0,0.216734440928746,1,,0,1269.0,1.0,1976.0,['Ranch 1 Story'],Clearfield,1,1970's
231,single_family,single_family,090260189,1.0,237000.0,56147.0,0.210657000591147,1,,0,1308.0,1.0,1975.0,['Ranch 1 Story'],Clearfield,1,1970's
232,single_family,single_family,090260190,1.0,266000.0,56147.0,0.201551948641355,1,,0,1422.0,1.0,1975.0,['Ranch 1 Story'],Clearfield,1,1970's
233,single_family,single_family,090260191,1.0,263000.0,56147.0,0.204694735874649,1,,0,1458.0,1.0,1975.0,['Ranch 1 Story'],Clearfield,1,1970's
234,single_family,single_family,090260192,1.0,224000.0,56147.0,0.200733661139005,1,,0,1200.0,1.0,1975.0,['Ranch 1 Story'],Clearfield,1,1970's
235,single_family,single_family,090260193,1.0,248000.0,62619.0,0.211025001790283,1,,0,1284.0,1.0,1977.0,['Ranch 1 Story'],Clearfield,1,1970's
236,single_family,single_family,090260194,1.0,244000.0,59995.0,0.213331549638083,1,,0,1282.0,1.0,1978.0,['Ranch 1 Story'],Clearfield,1,1970's
237,single_family,single_family,090260195,1.0,245000.0,61753.0,0.224296155474224,1,,0,1362.0,1.0,1978.0,['Ranch 1 Story'],Clearfield,1,1970's
238,single_family,single_family,090260196,1.0,259000.0,58665.0,0.20984430089975,1,,0,1366.0,1.0,1978.0,['Ranch 1 Story'],Clearfield,1,1970's
239,single_family,single_family,090260197,1.0,241000.0,58665.0,0.207591680758706,1,,0,1385.0,1.0,1977.0,['Ranch 1 Story'],Clearfield,1,1970's
240,single_family,single_family,090260198,1.0,243000.0,71891.0,0.246518946122297,1,,0,1427.0,1.0,1978.0,['Ranch 1 Story'],Clearfield,1,1970's
241,single_family,single_family,090260199,1.0,230000.0,71891.0,0.253221976137447,1,,0,1255.0,1.0,1977.0,['Ranch 1 Story'],Clearfield,1,1970's
242,single_family,single_family,090260200,1.0,233000.0,73580.0,0.259675798326785,1,,0,1306.0,1.0,1977.0,['Ranch 1 Story'],Clearfield,1,1970's
243,single_family,single_family,090260201,1.0,245000.0,58665.0,0.205368863758352,1,,0,1396.0,1.0,1977.0,['Ranch 1 Story'],Clearfield,1,1970's
244,single_family,single_family,090260202,1.0,249000.0,58665.0,0.209316463347469,1,,0,1429.0,1.0,1977.0,['Ranch 1 Story'],Clearfield,1,1970's
245,single_family,single_family,090260203,1.0,233000.0,73580.0,0.259353708419054,1,,0,1269.0,1.0,1977.0,['Ranch 1 Story'],Clearfield,1,1970's
246,single_family,single_family,090260204,1.0,246000.0,71891.0,0.255998960977994,1,,0,1314.0,1.0,1977.0,['Ranch 1 Story'],Clearfield,1,1970's
247,single_family,single_family,090260205,1.0,237000.0,71891.0,0.2550395030939,1,,0,1326.0,1.0,1977.0,['Ranch 1 Story'],Clearfield,1,1970's
248,single_family,single_family,090260206,1.0,241000.0,58665.0,0.20345310025598,1,,0,1360.0,1.0,1977.0,['Ranch 1 Story'],Clearfield,1,1970's
249,single_family,single_family,090260207,1.0,260000.0,63477.0,0.212621240204028,1,,0,1624.0,1.0,1978.0,['Ranch 1 Story'],Clearfield,1,1970's
250,single_family,single_family,090260208,1.0,320000.0,65170.0,0.232311020507449,1,,0,2854.0,2.0,1978.0,['2 Story Split'],Clearfield,1,1970's
251,single_family,single_family,090260210,1.0,241000.0,56995.0,0.192223480103785,1,,0,1352.0,1.0,1978.0,['Ranch 1 Story'],Clearfield,1,1970's
252,single_family,single_family,090260211,1.0,262000.0,62274.0,0.193878601958366,1,,0,1408.0,1.0,1978.0,['Ranch 1 Story'],Clearfield,1,1970's
253,single_family,single_family,090260212,2.0,516000.0,126954.0,0.217093837296383,1,,0,3176.0,1.0,1977.0,['Ranch 1 Story'],Clearfield,1,1970's
254,single_family,single_family,090260214,2.0,510000.0,121404.0,0.210474757351271,1,,0,2656.0,1.0,1976.0,['Ranch 1 Story'],Clearfield,1,1970's
255,single_family,single_family,090260215,1.0,255000.0,66833.0,0.203804459629253,1,,0,1314.0,1.0,1976.0,['Ranch 1 Story'],Clearfield,1,1970's
256,single_family,single_family,090260216,3.0,852000.0,183687.0,0.207128546836844,1,,0,4977.0,1.0,1978.0,['Ranch 1 Story'],Clearfield,1,1970's
257,single_family,single_family,090270215,1.0,279000.0,59995.0,0.199943184504864,1,,0,1396.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
258,single_family,single_family,090270216,1.0,264000.0,58665.0,0.2079985641368,1,,0,1433.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
259,single_family,single_family,090270217,1.0,253000.0,64658.0,0.225785710497612,1,,0,1377.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
260,single_family,single_family,090270218,1.0,243000.0,71891.0,0.249190613506987,1,,0,1392.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
261,single_family,single_family,090270219,1.0,238000.0,71891.0,0.24316072325616,1,,0,1369.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
262,single_family,single_family,090270220,1.0,266000.0,58665.0,0.204769599405212,1,,0,1358.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
263,single_family,single_family,090270221,1.0,264000.0,61753.0,0.23490729344397,1,,0,1666.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
264,single_family,single_family,090270222,1.0,287000.0,61753.0,0.18143794632469,1,,0,1646.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
265,single_family,single_family,090270223,1.0,260000.0,61753.0,0.206702942470221,1,,0,1362.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
266,single_family,single_family,090270224,1.0,290000.0,58200.0,0.191452951799912,1,,0,1688.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
267,single_family,single_family,090270227,1.0,243000.0,58200.0,0.206442769795214,1,,0,1428.0,1.0,1980.0,['Ranch 1 Story'],Clearfield,1,1980's
268,single_family,single_family,090270231,1.0,258000.0,58200.0,0.191864283118591,1,,0,1603.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
269,single_family,single_family,090270232,1.0,266000.0,59102.0,0.214899379755754,1,,0,1668.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
270,single_family,single_family,090270236,3.0,723000.0,214977.0,0.273753670443043,1,,0,4014.0,1.0,1980.0,['Ranch 1 Story'],Clearfield,1,1980's
271,single_family,single_family,090270237,1.0,262000.0,69916.0,0.228782305284349,1,,0,1338.0,1.0,1980.0,['Ranch 1 Story'],Clearfield,1,1980's
272,single_family,single_family,090270238,1.0,262000.0,61753.0,0.206878522339923,1,,0,1602.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
273,single_family,single_family,090270239,1.0,253000.0,61753.0,0.202409633420917,1,,0,1547.0,1.0,1980.0,['Bi Level'],Clearfield,1,1980's
274,single_family,single_family,090270240,1.0,233000.0,64830.0,0.292448473109059,1,,0,1380.0,1.0,1980.0,['Ranch 1 Story'],Clearfield,1,1980's
275,single_family,single_family,090270242,2.0,498000.0,114210.0,0.192171170935284,1,,0,2606.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
276,single_family,single_family,090270246,2.0,532000.0,144258.0,0.275623210625897,1,,0,2676.0,1.0,1980.0,['Ranch 1 Story'],Clearfield,1,1980's
277,single_family,single_family,090270247,2.0,496000.0,142036.0,0.277315281313798,1,,0,2732.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
278,single_family,single_family,090270248,2.0,612000.0,118204.0,0.20510470823796,1,,0,3114.0,1.0,1980.0,['Ranch 1 Story'],Clearfield,1,1980's
279,single_family,single_family,090330001,1.0,230000.0,56995.0,0.195580961663521,1,,0,1116.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
280,single_family,single_family,090330004,1.0,239000.0,59995.0,0.198083283533451,1,,0,1222.0,1.0,1979.0,['Bi Level'],Clearfield,1,1970's
281,single_family,single_family,090330005,1.0,230000.0,56995.0,0.214929310741279,1,,0,1116.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
282,single_family,single_family,090330006,1.0,216000.0,58200.0,0.19248100229958,1,,0,1097.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
283,single_family,single_family,090330007,1.0,241000.0,80085.0,0.305097704980456,1,,0,1204.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
284,single_family,single_family,090330008,1.0,199000.0,61110.0,0.188058166374992,1,,0,1106.0,1.0,1979.0,['Split Level'],Clearfield,1,1970's
285,single_family,single_family,090330009,1.0,257000.0,81654.0,0.291799822951674,1,,0,1342.0,1.0,1978.0,['Ranch 1 Story'],Clearfield,1,1970's
286,single_family,single_family,090330010,1.0,188000.0,75242.0,0.200596757880672,1,,0,924.0,1.0,1989.0,['Bi Level'],Clearfield,1,1980's
287,single_family,single_family,090330011,1.0,211000.0,56995.0,0.201830077127979,1,,0,1100.0,1.0,1980.0,['Bi Level'],Clearfield,1,1980's
288,single_family,single_family,090330012,1.0,246000.0,61753.0,0.202604741454186,1,,0,1342.0,1.0,1978.0,['Ranch 1 Story'],Clearfield,1,1970's
289,single_family,single_family,090330013,1.0,220000.0,60303.0,0.216558850504201,1,,0,1140.0,1.0,1978.0,['Ranch 1 Story'],Clearfield,1,1970's
290,single_family,single_family,090330014,1.0,246000.0,66833.0,0.235378074520369,1,,0,1228.0,1.0,1982.0,['Bi Level'],Clearfield,1,1980's
291,single_family,single_family,090330015,1.0,224000.0,66833.0,0.237669825124855,1,,0,1226.0,1.0,1978.0,['Ranch 1 Story'],Clearfield,1,1970's
292,single_family,single_family,090330016,1.0,221000.0,58200.0,0.185770332726843,1,,0,1236.0,1.0,1981.0,['Bi Level'],Clearfield,1,1980's
293,single_family,single_family,090330017,1.0,227000.0,58200.0,0.18588728915729,1,,0,1155.0,1.0,1978.0,['Ranch 1 Story'],Clearfield,1,1970's
294,single_family,single_family,090330019,1.0,241000.0,56995.0,0.201826070254987,1,,0,1327.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
295,single_family,single_family,090330020,1.0,226000.0,62994.0,0.207182519762902,1,,0,1083.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
296,single_family,single_family,090330021,1.0,229000.0,80085.0,0.265127689018572,1,,0,1121.0,1.0,1979.0,['Bi Level'],Clearfield,1,1970's
297,single_family,single_family,090330022,1.0,232000.0,61110.0,0.190528477416486,1,,0,1070.0,1.0,1979.0,['Split Level'],Clearfield,1,1970's
298,single_family,single_family,090330023,1.0,222000.0,70174.0,0.270161648147608,1,,0,1307.0,1.0,1979.0,['Bi Level'],Clearfield,1,1970's
299,single_family,single_family,090330024,1.0,242000.0,64841.0,0.21075952400743,1,,0,1316.0,1.0,1980.0,['Ranch 1 Story'],Clearfield,1,1980's
300,single_family,single_family,090330025,1.0,202000.0,59995.0,0.199966059604893,1,,0,1059.0,1.0,1979.0,['Bi Level'],Clearfield,1,1970's
301,single_family,single_family,090330026,1.0,251000.0,70076.0,0.259916954629491,1,,0,1330.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
302,single_family,single_family,090330027,1.0,205000.0,58200.0,0.191985043610169,1,,0,1098.0,1.0,1979.0,['Split Level'],Clearfield,1,1970's
303,single_family,single_family,090330028,1.0,212000.0,56367.0,0.185489279475934,1,,0,1307.0,1.0,1980.0,['Bi Level'],Clearfield,1,1980's
304,single_family,single_family,090330029,1.0,195000.0,56367.0,0.183707838446509,1,,0,1105.0,1.0,1980.0,['Split Level'],Clearfield,1,1980's
305,single_family,single_family,090330030,1.0,219000.0,56367.0,0.183708840659634,1,,0,1307.0,1.0,1980.0,['Bi Level'],Clearfield,1,1980's
306,single_family,single_family,090330031,1.0,233000.0,56367.0,0.183708504642732,1,,0,1113.0,1.0,1978.0,['Ranch 1 Story'],Clearfield,1,1970's
307,single_family,single_family,090330032,1.0,209000.0,56367.0,0.183707157137225,1,,0,1076.0,1.0,1980.0,['Bi Level'],Clearfield,1,1980's
308,single_family,single_family,090330033,1.0,236000.0,56367.0,0.183708508430841,1,,0,1126.0,1.0,1980.0,['Ranch 1 Story'],Clearfield,1,1980's
309,single_family,single_family,090330034,1.0,213000.0,56367.0,0.183642416691112,1,,0,1248.0,2.0,1980.0,['2 Story Split'],Clearfield,1,1980's
310,single_family,single_family,090330035,1.0,212000.0,58200.0,0.18598075434167,1,,0,1152.0,1.0,1980.0,['Ranch 1 Story'],Clearfield,1,1980's
311,single_family,single_family,090330036,1.0,220000.0,56367.0,0.183481349186242,1,,0,1114.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
312,single_family,single_family,090330037,1.0,263000.0,56367.0,0.183482243763573,1,,0,1548.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
313,single_family,single_family,090330038,1.0,255000.0,56367.0,0.183481252244122,1,,0,1139.0,1.0,1979.0,['Ranch 1 Story'],Clearfield,1,1970's
314,single_family,single_family,090330039,1.0,231000.0,53549.0,0.18385127653228,1,,0,1166.0,1.0,1978.0,['Bi Level'],Clearfield,1,1970's
315,single_family,single_family,090340004,1.0,220000.0,111419.0,0.363267513590708,1,,0,1500.0,1.0,1973.0,['Ranch 1 Story'],Layton,1,1970's
316,single_family,single_family,090340016,1.0,374000.0,165306.0,0.995395335978601,1,,0,2028.0,2.0,1973.0,['Ranch 1 Story'],Layton,1,1970's
317,single_family,single_family,090340023,1.0,392000.0,169466.0,1.04359341102661,1,,0,2180.0,2.0,1995.0,['2 Story'],Layton,1,1990's
318,single_family,single_family,090340030,1.0,379000.0,96047.0,0.277149412716808,1,,0,2662.0,2.0,1992.0,['2 Story'],Layton,1,1990's
