ACCOUNTNO,des_all,count,class,notes
92640006,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Clubhouse']",7,apartment,
92910001,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Clubhouse', 'Multiple - Residential', 'Multiple - Residential']",7,apartment,
100290095,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Clubhouse']",7,apartment,
100690082,"['Mini Warehouse', 'Office Building', 'Storage Garage', 'Ranch 1 Story COMM', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse']",7,single_family,
102470002,"['Multiple - Residential', 'Clubhouse', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",7,apartment,
110840013,"['Storage Warehouse', 'Barn Commercial', 'Storage Warehouse', 'Nursery/Greenhouse', 'Nursery/Greenhouse', 'Nursery/Greenhouse', 'Nursery/Greenhouse']",7,retail,
111040117,"['Pavilions', 'Office Building', 'Office Building', 'Library', 'Office Building', 'Restroom Building/Concessions', 'Office Building']",7,government,
120520186,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",7,apartment,
120650193,"['Industrial Flex Mall Building', 'Industrial Flex Mall Building', 'Industrial Flex Mall Building', 'Indust Heavy Manufacturing', 'Industrial Flex Mall Building', 'Industrial Flex Mall Building', 'Industrial Flex Mall Building']",7,industrial,
120660058,"['Multiple - Residential', 'Multiple - Residential', 'Clubhouse', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",7,apartment,
121000044,"['Distribution Warehouse', 'Ranch 1 Story COMM', 'Light Commercial Utility', 'Arch-Rib (Quonset) Farm Utility Bldg', 'Barn Commercial', 'Light Commercial Utility', 'Farm Silo Glass Lined Steel']",7,industrial,
128820002,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Clubhouse', 'Multiple - Residential']",7,apartment,
10470387,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",6,apartment,
10610028,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Shed - Equipment or Garage', 'Multiple - Residential']",6,apartment,
10800050,"['Industrial Flex Mall Building', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse']",6,industrial,
10900011,"['Light Commercial Utility', 'Storage Warehouse', 'Light Commercial Utility', 'Service Garage', 'Light Commercial Utility', 'Equipment Building']",6,industrial,
11030033,"['Storage Warehouse', 'Storage Warehouse', 'Shed - Equipment or Garage', 'Storage Warehouse', 'Storage Warehouse', 'Storage Warehouse']",6,industrial,
14720008,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Clubhouse']",6,apartment,
30350091,"['Indust Lght Manufacturing', 'Storage Warehouse', 'Storage Warehouse', 'Storage Warehouse', 'Storage Warehouse', 'Storage Warehouse']",6,industrial,
30360031,"['Office Building', 'Multiple - Residential', 'Storage Warehouse', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",6,apartment,
30360063,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Office-Apartment']",6,apartment,
50010103,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Clubhouse']",6,apartment,
50020012,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",6,apartment,
50020125,"['Neighborhood Shopping Center', 'Multiple - Residential', 'Retail Store', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",6,retail,mixed_use
60060115,"['Shed - Equipment or Garage', 'Shed - Equipment or Garage', 'Indust Lght Manufacturing', 'Shed - Equipment or Garage', 'Shed - Equipment or Garage', 'Shed - Equipment or Garage']",6,industrial,
60390181,"['Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse']",6,industrial,
60750089,"['Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Duplex Two Story', 'Mini Warehouse', 'Mini Warehouse']",6,industrial,
60760048,"['Light Commercial Utility', 'Light Commercial Utility', 'Office Building', 'Permit Value', 'Permit Value', 'Permit Value']",6,industrial,
60850024,"['Storage Warehouse', 'Storage Warehouse', 'Light Commercial Utility', 'Office Building', 'Office Building', 'Storage Warehouse']",6,industrial,
80260063,"['Mini Warehouse', 'Mini Warehouse', 'Office-Apartment', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse']",6,industrial,
84830014,"['Regional Shopping Center', 'Regional Shopping Center', 'Regional Shopping Center', 'Regional Shopping Center', 'Regional Shopping Center', 'Regional Shopping Center']",6,retail,
90070038,"['Storage Warehouse', 'Service Garage', 'Storage Warehouse', 'Pavilions', 'Office Building', 'Storage Warehouse']",6,government,
93620025,"['Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Office-Apartment', 'Mini Warehouse', 'Mini Warehouse']",6,industrial,
94030302,"['Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse']",6,industrial,
100440025,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",6,apartment,
110030028,"['Multiple - Residential', 'Multiple - Residential', 'Laundromat', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",6,apartment,
110980112,"['Light Commercial Utility', 'Light Commercial Utility', 'Light Commercial Utility', 'Distribution Warehouse', 'Light Commercial Utility', 'Light Commercial Utility']",6,industrial,
120010188,"['Retail Store', 'Community Shopping Center', 'Community Shopping Center', 'Community Shopping Center', 'Service Garage', 'Discount Store']",6,retail,
120040128,"['Multiple - Residential', 'Multiple - Residential', 'Light Commercial Utility', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",6,apartment,
121000012,"['Indust Lght Manufacturing', 'Shed - Equipment or Garage', 'Indust Lght Manufacturing', 'Indust Lght Manufacturing', 'Indust Lght Manufacturing', 'Indust Lght Manufacturing']",6,industrial,
121000013,"['Indust Lght Manufacturing', 'Industrial Flex Mall Building', 'Indust Lght Manufacturing', 'Indust Lght Manufacturing', 'Indust Lght Manufacturing', 'Light Commercial Utility']",6,industrial,
129020001,"['Service Garage', 'Service Garage', 'Light Commercial Utility', 'Ranch 1 Story COMM', 'Light Commercial Utility', 'Light Commercial Utility']",6,government,
130080016,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Storage Warehouse', 'Multiple - Residential']",6,apartment,
130800015,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",6,apartment,
140470030,"['Light Commercial Utility', 'Light Commercial Utility', 'Restroom Building/Concessions', 'Pavilions', 'Pavilions', 'Restroom Building/Concessions']",6,government,
10560050,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",5,apartment,
10870005,"['Storage Warehouse', 'Indust Lght Manufacturing', 'Storage Warehouse', 'Indust Lght Manufacturing', 'Storage Warehouse']",5,industrial,
11040114,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",5,apartment,
11040118,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Townhouse Two Story']",5,apartment,
13490009,"['Nursery/Greenhouse', 'Recreational Pool Enclosure or Building', 'Detached Garage', '2 Story', 'Nursery/Greenhouse']",5,single_family,
14720004,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Clubhouse', 'Multiple - Residential']",5,apartment,
30010180,"['Office Building', 'Storage Warehouse', 'Storage Warehouse', 'Office Building', 'Storage Warehouse']",5,industrial,
30040046,"['Storage Warehouse', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Storage Warehouse']",5,apartment,
30210170,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",5,apartment,
30360154,"['Maintenance (Storage) Buildings', 'Office Building', 'Office Building', 'Office Building', 'Clubhouse']",5,government,
32780001,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",5,apartment,
50010093,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",5,apartment,
50010169,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Clubhouse']",5,apartment,
50030008,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",5,apartment,
60060061,"['Industrial Flex Mall Building', 'Industrial Flex Mall Building', 'Industrial Flex Mall Building', 'Industrial Flex Mall Building', 'Industrial Flex Mall Building']",5,industrial,
60080121,"['Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse']",5,industrial,
60340141,"['Stable', 'Light Commercial Utility', 'Light Commercial Utility', 'Light Commercial Utility', 'Horse Arena']",5,agriculture,
60480206,"['Storage Warehouse', 'Storage Warehouse', 'Industrial Flex Mall Building', 'Office Building', 'Service Garage']",5,industrial,
60770066,"['Restroom Building/Concessions', 'Pavilions', 'Pavilions', 'Restroom Building/Concessions', 'Pavilions']",5,government,
60920005,"['Office Building', 'Office Building', 'Storage Warehouse', 'Storage Warehouse', 'Indust Heavy Manufacturing']",5,industrial,
60920020,"['Mini Warehouse', 'Mini Warehouse', 'Office Building', 'Mini Warehouse', 'Mini Warehouse']",5,industrial,
60950207,"['Light Commercial Utility', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",5,apartment,
63360011,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Clubhouse', 'Multiple - Residential']",5,apartment,
70340038,"['Restroom Building/Concessions', 'Office Building', 'Pavilions', 'Restroom Building/Concessions', 'Pavilions']",5,government,
70340063,"['Light Commercial Utility', 'Restroom Building/Concessions', 'Light Commercial Utility', 'Office Building', 'Pavilions']",5,government,
80510193,"['Veterinary Hospital', 'Storage Warehouse', 'Storage Garage', 'Light Commercial Utility', 'Light Commercial Utility']",5,retail,
80520196,"['Barn', 'Ranch 1 Story', 'Ranch 1 Story', 'Barn', 'Ranch 1 Story']",5,single_family,
80580005,"['Storage Warehouse', 'Storage Warehouse', 'Storage Warehouse', 'Storage Warehouse', 'Storage Warehouse']",5,industrial,
80640004,"['Storage Warehouse', 'Indust Heavy Manufacturing', 'Storage Warehouse', 'Office Building', 'Storage Warehouse']",5,industrial,
80690018,"['Stable', 'Barn', 'Horse Arena', 'Multiple - Residential', 'Stable']",5,agriculture,
90130168,"['Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse']",5,industrial,
90460046,"['Service Garage', 'Service Garage', 'Office Building', 'Service Garage', 'Shed - Equipment or Garage']",5,industrial,
90470056,"['Ranch 1 Story', 'Shed - Hay', 'Barn', 'Barn', 'Shed - Hay']",5,single_family,
90500053,"['Barn', 'Shed - Shelter', '2 Story', 'Ranch 1 Story', 'Barn']",5,single_family,
90810110,"['Detached Garage', 'Barn', 'Barn', 'Ranch 1 Story', 'Barn']",5,single_family,
93710001,"['Retail Store', 'Community Shopping Center', 'Community Shopping Center', 'Permit Value', 'Community Shopping Center']",5,retail,
100030070,"['Ranch 1 Story', 'Shed - Equipment or Garage', 'Shed - Equipment or Garage', 'Barn', 'Barn']",5,single_family,
100430031,"['Group Care Homes', 'School - Classroom', 'Group Care Homes', 'Light Commercial Utility', 'Group Care Homes']",5,group_quarters,
100630029,"['Fire Station Staffed', 'Restroom Building/Concessions', 'Restroom Building/Concessions', 'Pavilions', 'Light Commercial Utility']",5,government,
100660038,"['Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Distribution Warehouse', 'Mini Warehouse']",5,industrial,
100700109,"['Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Service Garage', 'Mini Warehouse']",5,industrial,
102040006,"['Lumber Storage - Horizontal', 'Lumber Storage - Horizontal', 'Distribution Warehouse', 'Lumber Storage - Horizontal', 'Lumber Storage - Horizontal']",5,industrial,
110190011,"['Clubhouse', 'Light Commercial Utility', 'Light Commercial Utility', 'Restroom Building/Concessions', 'Restroom Building/Concessions']",5,open_space,golf_course
110420059,"['Barn', 'Stable', 'Stable', 'Ranch 1 Story', 'Stable']",5,single_family,
110610160,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Clubhouse', 'Multiple - Residential']",5,apartment,
110640183,"['Storage Garage', 'Storage Garage', 'Retail Store', 'Detached Garage', 'Ranch 1 Story COMM']",5,industrial,
110960070,"['Ranch 1 Story COMM', 'Barn Commercial', 'Barn Commercial', 'Shed - Shelter', 'Shed - Shelter']",5,agriculture,
111000009,"['Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse']",5,industrial,
120030283,"['Community Shopping Center', 'Community Shopping Center', 'Service Garage', 'Fast Food Restaurant', 'Restaurant']",5,retail,
120650048,"['Indust Heavy Manufacturing', 'Indust Lght Manufacturing', 'Indust Heavy Manufacturing', 'Indust Heavy Manufacturing', 'Indust Lght Manufacturing']",5,industrial,
120770007,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",5,apartment,
120770008,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",5,apartment,
120930008,"['Group Care Homes', 'Group Care Homes', 'Light Commercial Utility', 'Light Commercial Utility', 'Group Care Homes']",5,group_quarters,
121090347,"['Shed - Equipment or Garage', 'Barn', 'Ranch 1 Story', 'Shed - Hay', 'Barn']",5,single_family,
130330095,"['Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse']",5,industrial,
130450050,"['Barn', 'Barn', 'Barn', 'Shed - Hay', 'Shed - Shelter']",5,agriculture,
130770138,"['Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse']",5,industrial,
140190082,"['Multiple - Residential', 'Clubhouse', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",5,apartment,
140940047,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",5,apartment,
142590001,"['Barn', 'Barn', 'Shed - Equipment or Garage', 'Barn', 'Ranch 1 Story']",5,single_family,
145470001,"['Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse']",5,industrial,
10460059,"['Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential', 'Multiple - Residential']",4,apartment,
10460074,"['Multiple - Residential', 'Light Commercial Utility', 'Multiple - Residential', 'Multiple - Residential']",4,apartment,
10830021,"['Service Garage', 'Distribution Warehouse', 'Distribution Warehouse', 'Office Building']",4,industrial,
